Unnamed: 0,DOI,author,year,title,fname,retrieved
690,10.1016/j.still.2005.02.023,bayer,2006,carbon sequestration in two brazilian cerrado soils under no-till,bayer2006,False
691,10.1016/j.still.2005.02.025,sasal,2006,soil porosity characteristics and water movement under zero tillage in silty soils in argentinian pampas,sasal2006a,True
692,10.1016/j.still.2005.02.028,bescansa,2006,soil water retention as affected by tillage and residue management in semiarid spain,bescansa2006a,False
693,10.1016/j.still.2005.02.032,li,2010,effects of short-term tillage and fertilization on grain yields and soil properties of rice production systems in central china,li2010,False
694,10.1016/j.still.2005.03.003,masri,2006,soil organic matter and related physical properties in a mediterranean wheat-based rotation trial,masri2006,False
695,10.1016/j.still.2005.05.003,astier,2006,short-term green manure and tillage management effects on maize yield and soil quality in an andisol,astier2006,False
696,10.1016/j.still.2005.06.004,borie,2006,"effects of tillage systems on soil characteristics, glomalin and mycorrhizal propagules in a chilean ultisol",borie2006,False
697,10.1016/j.still.2005.06.015,gangwar,2006,alternative tillage and crop residue management in wheat after rice in sandy loam soils of indo-gangetic plains,gangwar2006a,False
698,10.1016/j.still.2005.07.005,tsuji,2006,"the effects of long-term conservation tillage, crop residues and p fertilizer on soil conditions and responses of summer and winter crops on an andosol in japan",tsuji2006,False
699,10.1016/j.still.2005.07.012,lipiec,2006,soil porosity and water infiltration as influenced by tillage methods,lipiec2006,False
700,10.1016/j.still.2005.07.015,dolan,2006,"soil organic carbon and nitrogen in a minnesota soil as related to tillage, residue and nitrogen management",dolan2006,False
701,10.1016/j.still.2005.08.001,peixoto,2006,soil aggregation and bacterial community structure as affected by tillage and cover cropping in the brazilian cerrados,peixoto2006,True
702,10.1016/j.still.2005.08.008,sparrow,2006,soil quality response to tillage and crop residue removal under subarctic conditions,sparrow2006,True
703,10.1016/j.still.2005.08.016,melero,2006,chemical and biochemical properties in a silty loam soil under conventional and organic management,melero2006a,True
704,10.1016/j.still.2005.09.001,malhi,2006,"tillage, nitrogen and crop residue effects on crop yield, nutrient uptake, soil quality, and greenhouse gas emissions",malhi2006,False
705,10.1016/j.still.2005.10.001,li,2007,wheel traffic and tillage effects on runoff and crop yield,li2007b,False
706,10.1016/j.still.2005.11.006,sharratt,2006,twenty years of tillage research in subarctic alaska,sharratt2006a,False
707,10.1016/j.still.2005.12.004,guzman,2006,effects of tillage and nitrogen management on soil chemical and physical properties after 23 years of continuous sorghum,guzman2006,False
708,10.1016/j.still.2006.01.003,tan,2007,distribution of light and heavy fractions of soil organic carbon as related to land use and tillage practice,tan2007,False
709,10.1016/j.still.2006.01.006,zhang,2007,relationship between soil structure and runoff/soil loss after 24 years of conservation tillage,zhang2007a,False
710,10.1016/j.still.2006.01.008,da veiga,2007,"soil compressibility and penetrability of an oxisol from southern brazil, as affected by long-term tillage systems",da2007,False
711,10.1016/j.still.2006.01.010,sharratt,2006,twenty years of conservation tillage research in subarctic alaska - ii,sharratt2006b,True
712,10.1016/j.still.2006.01.012,de,2007,"no-tillage and conventional tillage effects on durum wheat yield, grain quality and soil moisture content in southern italy",de2007,True
713,10.1016/j.still.2006.02.003,limousin,2007,effects of no-tillage on chemical gradients and topsoil acidification,limousin2007a,False
714,10.1016/j.still.2006.03.002,terzoudi,2007,applicability of an empirical runoff estimation method in central greece,terzoudi2007,True
715,10.1016/j.still.2006.03.008,tripathi,2007,influence of tillage and crop residue on soil physical properties and yields of rice and wheat under shallow water table conditions,tripathi2007,True
716,10.1016/j.still.2006.03.010,cullum,2007,runoff and soil loss from ultra-narrow row cotton plots with and without stiff-grass hedges,cullum2007,False
717,10.1016/j.still.2006.03.012,moret,2007,"water balance simulation of a dryland soil during fallow under conventional and conservation tillage in semiarid aragon, northeast spain",moret2007b,False
718,10.1016/j.still.2006.03.019,smith,2007,how does the first year tilling a long-term no-tillage field impact soluble nutrient losses in runoff?,smith2007,False
719,10.1016/j.still.2006.05.001,roldan,2007,soil sustainability indicators following conservation tillage practices under subtropical maize and bean crops,roldan2007,False
720,10.1016/j.still.2006.06.003,sainju,2007,dryland plant biomass and soil carbon and nitrogen fractions on transient land as influenced by tillage and crop rotation,sainju2007b,True
721,10.1016/j.still.2006.07.003,fernandez,2007,soil properties and crop yields after 21 years of direct drilling trials in southern spain,fernandez2007,False
722,10.1016/j.still.2006.07.009,metay,2007,"storage and forms of organic carbon in a no-tillage under cover crops system on clayey oxisol in dryland rice production (cerrados, brazil)",metay2007a,True
723,10.1016/j.still.2006.07.013,govaerts,2007,"infiltration, soil moisture, root rot and nematode populations after 12 years of different tillage, residue and crop rotation managements",govaerts2007a,False
724,10.1016/j.still.2006.07.020,singh,2007,"manuring and residue management effects on physical properties of a soil under the rice–wheat system in punjab, india",singh2007,False
725,10.1016/j.still.2006.08.005,thomas,2007,"no-till effects on organic matter, ph, cation exchange capacity and nutrient distribution in a luvisol in the semi-arid subtropics",thomas2007,False
726,10.1016/j.still.2006.08.011,johnson-maynard,2007,earthworm dynamics and soil physical properties in the first three years of no-till management,johnson-maynard2007,True
727,10.1016/j.still.2006.09.003,nyakatawa,2007,soil erosion estimation in conservation tillage systems with poultry litter application using rusle 2,nyakatawa2007,False
728,10.1016/j.still.2006.10.001,dou,2007,depth distribution of soil organic c and n after long-term soybean cropping in texas,dou2007,False
729,10.1016/j.still.2006.10.003,zanatta,2007,"soil organic carbon accumulation and carbon costs related to tillage, cropping systems and nitrogen fertilization in a subtropical acrisol",zanatta2007,False
730,10.1016/j.still.2006.10.005,he,2007,the adoption of annual subsoiling as conservation tillage in dryland maize and wheat cultivation in northern china,he2007,False
731,10.1016/j.still.2006.10.009,soon,2007,the influence of 12 years of tillage and crop rotation on total and labile organic carbon in a sandy loam soil,soon2007,False
732,10.1016/j.still.2006.11.005,jantalia,2007,tillage effect on c stocks of a clayey oxisol under a soybean-based crop rotation in the brazilian cerrado region,jantalia2007,True
733,10.1016/j.still.2006.11.008,rahman,2007,"impact of tillage, stubble management and crop rotation on nematode populations in a long-term field experiment",rahman2007,True
734,10.1016/j.still.2006.12.002,oorts,2007,determinants of annual fluxes of co2 and n2o in long-term no-tillage and conventional tillage systems in northern france,oorts2007b,False
735,10.1016/j.still.2007.01.002,zotarelli,2007,impact of tillage and crop rotation on light fraction and intra-aggregate soil organic matter in two oxisols,zotarelli2007,False
736,10.1016/j.still.2007.01.004,blanco-canqui,2007,soil structure and organic carbon relationships following 10 years of wheat straw management in no-till,blanco-canqui2007c,False
737,10.1016/j.still.2007.01.005,lópez-fando,2007,effects of zone-tillage in rotation with no-tillage on soil properties and crop yields in a semi-arid soil from central spain,lópez-fando2007,False
738,10.1016/j.still.2007.01.009,munoz,2007,soil quality attributes of conservation management regimes in a semi-arid region of south western spain,munoz2007a,False
739,10.1016/j.still.2007.02.007,gal,2007,soil carbon and nitrogen accumulation with long-term no-till versus moldboard plowing overestimated with tilled-zone sampling depths,gal2007,False
740,10.1016/j.still.2007.05.002,jin,2007,effects of different management practices on the soil-water balance and crop yield for improved dryland farming in the chinese loess plateau,jin2007,True
741,10.1016/j.still.2007.06.006,sainju,2007,cover crop effect on soil carbon fractions under conservation tillage cotton,sainju2007a,True
742,10.1016/j.still.2007.07.003,reynolds,2007,land management effects on the near-surface physical quality of a clay loam soil,reynolds2007,False
743,10.1016/j.still.2007.08.002,mchugh,2007,performance of in situ rainwater conservation tillage techniques on dry spell mitigation and erosion control in the drought-prone north wello zone of the ethiopian highlands,mchugh2007,True
744,10.1016/j.still.2007.09.001,zhang,2008,effect of straw and plastic film management under contrasting tillage practices on the physical properties of an erodible loess soil,zhang2008a,True
745,10.1016/j.still.2007.09.010,yaduvanshi,2008,tillage and residual organic manures/chemical amendment effects on soil organic matter and yield of wheat under sodic water irrigation,yaduvanshi2008,False
746,10.1016/j.still.2007.10.010,hermle,2008,"the effect of the tillage system on soil organic carbon content under moist, cold-temperate conditions",hermle2008a,False
747,10.1016/j.still.2007.12.006,zamuner,2008,organic and inorganic phosphorus in mollisol soil under different tillage practices,zamuner2008,False
748,10.1016/j.still.2008.02.001,martínez,2008,soil physical properties and wheat root growth as affected by no-tillage and conventional tillage systems in a mediterranean environment of chile,martínez2008,False
749,10.1016/j.still.2008.02.004,głąb,2008,effect of mulch and tillage system on soil porosity under wheat (triticum aestivum),głąb2008,False
750,10.1016/j.still.2008.04.005,li,2008,effects of tillage and traffic on crop production in dryland farming systems: ii. long-term simulation of crop production using the perfect model,li2008b,False
751,10.1016/j.still.2008.04.012,abid,2008,tillage and drainage impact on soil quality - i,abid2008,True
752,10.1016/j.still.2008.05.003,yang,2008,impacts of long-term and recently imposed tillage practices on the vertical distribution of soil organic carbon,yang2008b,False
753,10.1016/j.still.2008.05.005,gomez,2009,"soil management effects on runoff, erosion and soil properties in an olive grove of southern spain",gomez2009,True
754,10.1016/j.still.2008.05.011,franzluebbers,2008,soil physical responses to cattle grazing cover crops under conventional and no tillage in the southern piedmont usa,franzluebbers2008a,False
755,10.1016/j.still.2008.05.017,engel,2009,"soil erosion under simulated rainfall in relation to phenological stages of soybeans and tillage methods in lages, sc, brazil",engel2009,True
756,10.1016/j.still.2008.05.018,govaerts,2009,conservation agriculture as a sustainable option for the central mexican highlands,govaerts2009a,False
757,10.1016/j.still.2008.07.014,wang,2008,"modeling the impacts of soil management practices on runoff, sediment yield, maize productivity, and soil organic carbon using apex",wang2008b,False
